Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFEXV03.9TUR,small car,3,16,23,18,3,No,487
FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFEXV03.9TUR,small car,3,16,23,19,3,No,478
FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFEXV03.9TUR,small car,3,16,23,18,3,No,487
FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFEXV03.9TUR,small car,3,16,23,19,3,No,478
FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFEXV06.5GDI,small car,3,12,17,13,1,No,661
FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFEXV06.5GDI,small car,3,12,17,13,1,No,661
FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFEXV03.9TUR,small car,3,15,21,17,3,No,524
FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFEXV03.9TUR,small car,3,15,21,17,3,No,524
FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JCRXJ01.45P0,station wagon,3,22,30,25,5,No,356
FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JCRXJ01.45P0,station wagon,3,22,30,25,5,No,356
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT02.73JK,pickup,5,19,25,21,4,No,420
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT02.73JK,pickup,5,20,25,22,4,No,401
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT02.73JK,pickup,5,20,26,22,4,No,401
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT02.73JK,pickup,5,19,25,21,4,No,420
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT02.73JK,pickup,5,20,25,22,4,No,401
FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT02.73JK,pickup,5,20,26,22,4,No,401
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT02.73JK,pickup,5,18,23,20,4,No,444
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT02.73JK,pickup,5,18,24,21,4,No,423
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT02.73JK,pickup,5,19,24,21,4,No,423
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT02.73JK,pickup,5,18,23,20,4,No,444
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT02.73JK,pickup,5,18,24,21,4,No,423
FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT02.73JK,pickup,5,19,24,21,4,No,423
FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT03.33DT,pickup,5,19,24,21,4,No,423
FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT03.33DT,pickup,5,19,25,22,4,No,410
FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT03.33DT,pickup,5,19,24,21,4,No,423
FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT03.33DT,pickup,5,19,25,22,4,No,410
FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT03.33DT,pickup,5,17,22,19,3,No,468
FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT03.33DT,pickup,5,18,23,20,4,No,442
FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT03.33DT,pickup,5,17,22,19,3,No,468
FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT03.33DT,pickup,5,18,23,20,4,No,442
FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT03.54JK,pickup,5,17,21,19,3,No,466
FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT03.54JK,pickup,5,17,22,19,3,No,466
FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT03.54JK,pickup,5,18,25,21,4,No,426
FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT03.54JK,pickup,5,17,21,19,3,No,466
FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT03.54JK,pickup,5,17,22,19,3,No,466
FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT03.54JK,pickup,5,18,25,21,4,No,426
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT03.54JK,pickup,5,16,21,18,3,No,494
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT03.54JK,pickup,5,16,22,19,3,No,468
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXT03.54JK,pickup,5,17,23,19,3,No,470
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT03.54JK,pickup,5,16,21,18,3,No,494
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT03.54JK,pickup,5,16,22,19,3,No,468
FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXT03.54JK,pickup,5,17,23,19,3,No,470
FORD F150,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXT05.03DN,pickup,3,16,20,17,3,No,522
FORD F150,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXT05.03DN,pickup,3,16,21,18,3,No,493
FORD F150,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXT05.03DN,pickup,3,17,23,19,3,No,463
FORD F150,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXT05.03DN,pickup,3,16,20,17,3,No,522
FORD F150,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXT05.03DN,pickup,3,16,21,18,3,No,493
FORD F150,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXT05.03DN,pickup,3,17,23,19,3,No,463
FORD F150,5,8,SemiAuto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXT05.03DN,pickup,3,15,19,17,3,No,523
FORD F150,5,8,SemiAuto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXT05.03DN,pickup,3,16,20,17,3,No,523
FORD F150,5,8,SemiAuto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXT05.03DN,pickup,3,16,22,18,3,No,485
FORD F150,5,8,SemiAuto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXT05.03DN,pickup,3,15,19,17,3,No,523
FORD F150,5,8,SemiAuto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXT05.03DN,pickup,3,16,20,17,3,No,523
FORD F150,5,8,SemiAuto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXT05.03DN,pickup,3,16,22,18,3,No,485
FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXT03.54JM,pickup,3,15,18,16,2,No,546
FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,JFMXT03.54JM,pickup,3,15,18,16,2,No,546
FORD Flex,3.5,6,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXV03.7VE8,standard SUV,3,16,23,19,3,No,468
FORD Flex,3.5,6,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JFMXV03.7VE8,standard SUV,3,16,23,19,3,No,468
FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXJ03.5VEP,standard SUV,3,15,21,17,3,No,523
FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JFMXJ03.5VEP,standard SUV,3,15,21,17,3,No,523
FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXV03.7VE8,standard SUV,3,16,22,18,3,No,494
FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JFMXV03.7VE8,standard SUV,3,16,22,18,3,No,494
FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFMXV01.5VZ3,midsize car,7,23,34,27,6,No,327
FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JFMXV01.5VZ3,midsize car,7,23,34,27,6,No,327
FORD Fusion,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXV02.0VEN,midsize car,5,21,31,25,5,No,362
FORD Fusion,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXV02.0VEN,midsize car,5,21,31,25,5,No,362
FORD Fusion,2,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXV02.0VEN,midsize car,5,20,29,23,5,No,385
FORD Fusion,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXV02.0VEN,midsize car,5,20,29,23,5,No,385
FORD Fusion,2.5,4,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXV02.5VEU,midsize car,5,21,32,25,5,No,360
FORD Fusion,2.5,4,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXV02.5VEU,midsize car,5,21,32,25,5,No,360
FORD Fusion,2.7,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXV02.7VLM,midsize car,5,17,26,20,4,No,444
FORD Fusion,2.7,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXV02.7VLM,midsize car,5,17,26,20,4,No,444
FORD Fusion Energi Plug-in Hybrid,2,4,CVT,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,JFMXV02.0VZQ,midsize car,7,43/102,41/91,42/97,10,Elite,112
FORD Fusion Energi Plug-in Hybrid,2,4,CVT,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,JFMXV02.0VZQ,midsize car,7,43/102,41/91,42/97,10,Elite,112
FORD Fusion Hybrid,2,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JFMXV02.0VZT,midsize car,7,43,41,42,9,Yes,211
FORD Fusion Hybrid,2,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JFMXV02.0VZT,midsize car,7,43,41,42,9,Yes,211
FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,JFMXT02.52J9,special purpose,3,14/19,19/27,16/22,4,No,388/404
FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,JFMXT02.52J9,special purpose,3,15/20,20/27,17/23,5,No,375/392
FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXT02.52K9,special purpose,3,19,27,22,4,No,404
FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXT02.52K9,special purpose,3,20,27,23,5,No,392
FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXT02.52K9,special purpose,3,19,27,22,4,No,404
FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXT02.52K9,special purpose,3,20,27,23,5,No,392
GENESIS G80,3.3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JHYXV03.31Y6,large car,3,17,25,20,4,No,442
GENESIS G80,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JHYXV03.31Y6,large car,3,17,25,20,4,No,442
GENESIS G80,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JHYXV03.31Y6,large car,3,17,24,20,4,No,453
GENESIS G80,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JHYXV03.31Y6,large car,3,17,24,20,4,No,453
GENESIS G80,3.8,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JHYXV03.81P5,large car,5,19,27,22,4,No,414
GENESIS G80,3.8,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JHYXV03.81P5,large car,5,19,27,22,4,No,414
GENESIS G80,3.8,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JHYXV03.81P5,large car,5,18,25,20,4,No,445
GENESIS G80,3.8,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JHYXV03.81P5,large car,5,18,25,20,4,No,445
GENESIS G80,5,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JHYXV05.01R5,large car,5,16,24,19,3,No,474
GENESIS G80,5,8,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JHYXV05.01R5,large car,5,16,24,19,3,No,474
GENESIS G80,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JHYXV05.01R5,large car,5,15,23,18,3,No,503
GENESIS G80,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JHYXV05.01R5,large car,5,15,23,18,3,No,503
GENESIS G90,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JHYXV03.31MF,large car,3,17,24,20,4,No,454
GENESIS G90,3.3,6,SemiAuto-8,2WD,Gasoline,CA,U2,California LEV-II ULEV,JHYXV03.31MF,large car,3,17,24,20,4,No,454
GENESIS G90,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JHYXV03.31MF,large car,3,17,24,20,4,No,448
GENESIS G90,3.3,6,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,JHYXV03.31MF,large car,3,17,24,20,4,No,448
GENESIS G90,5,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JHYXV05.01S5,large car,5,16,24,19,3,No,482
GENESIS G90,5,8,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JHYXV05.01S5,large car,5,16,24,19,3,No,482
GENESIS G90,5,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JHYXV05.01S5,large car,5,15,23,18,3,No,493
GENESIS G90,5,8,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JHYXV05.01S5,large car,5,15,23,18,3,No,493
GMC Acadia,2.5,4,Auto-6,2WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,JGMXT02.5201,standard SUV,3,21,26,23,5,No,386
GMC Acadia,2.5,4,Auto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,JGMXT02.5201,standard SUV,3,21,26,23,5,No,386
GMC Acadia,2.5,4,Auto-6,4WD,Gasoline,CA,T3B110,Federal Tier 3 Transitional Bin 110,JGMXT02.5201,standard SUV,3,21,25,23,5,No,392
GMC Acadia,2.5,4,Auto-6,4WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,JGMXT02.5201,standard SUV,3,21,25,23,5,No,392
GMC Acadia,3.6,6,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT03.6151,standard SUV,5,18,25,21,4,No,423
GMC Acadia,3.6,6,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT03.6151,standard SUV,5,18,25,21,4,No,423
GMC Acadia,3.6,6,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT03.6151,standard SUV,5,17,25,20,4,No,442
GMC Acadia,3.6,6,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT03.6151,standard SUV,5,17,25,20,4,No,442
GMC Canyon,2.5,4,Auto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT02.5200,pickup,5,20,26,22,4,No,406
GMC Canyon,2.5,4,Auto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT02.5200,pickup,5,20,26,22,4,No,406
GMC Canyon,2.5,4,Auto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT02.5200,pickup,5,19,24,21,4,No,429
GMC Canyon,2.5,4,Auto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT02.5200,pickup,5,19,24,21,4,No,429
GMC Canyon,2.5,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT02.5200,pickup,5,20,26,22,4,No,403
GMC Canyon,2.5,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT02.5200,pickup,5,20,26,22,4,No,403
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,JGMXT02.8358,pickup,3,22,30,25,4,No,413
GMC Canyon,2.8,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,JGMXT02.8358,pickup,3,22,30,25,4,No,413
GMC Canyon,2.8,4,Auto-6,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,JGMXT02.8358,pickup,3,20,28,23,4,No,450
GMC Canyon,2.8,4,Auto-6,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,JGMXT02.8358,pickup,3,20,28,23,4,No,450
GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT03.6161,pickup,5,18,25,20,4,No,440
GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT03.6161,pickup,5,18,25,20,4,No,440
GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT03.6162,special purpose,5,15,15,15,2,No,589
GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT03.6162,special purpose,5,15,15,15,2,No,589
GMC Canyon,3.6,6,Auto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT03.6161,pickup,5,17,24,19,3,No,463
GMC Canyon,3.6,6,Auto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT03.6161,pickup,5,17,24,19,3,No,463
GMC Sierra 15,4.3,6,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,JGMXT04.3187,pickup,5,12/18,16/24,14/20,4,No,457/448
GMC Sierra 15,4.3,6,Auto-6,2WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,JGMXT04.3187,pickup,5,12/18,16/24,14/20,4,No,457/448
GMC Sierra 15,4.3,6,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,JGMXT04.3187,pickup,5,12/17,15/22,13/19,3,No,477/474
GMC Sierra 15,4.3,6,Auto-6,4WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,JGMXT04.3187,pickup,5,12/17,15/22,13/19,3,No,477/474
GMC Sierra 15,5.3,8,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,JGMXT05.3382,pickup,3,12/16,17/23,14/19,3,No,456/475
GMC Sierra 15,5.3,8,Auto-6,2WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,JGMXT05.3382,pickup,3,12/16,17/23,14/19,3,No,456/475
GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT05.3384,pickup,3,16,23,19,3,No,475
GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT05.3384,special purpose,3,15,20,17,3,No,523
GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT05.3384,pickup,3,16,23,19,3,No,475
GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT05.3384,special purpose,3,15,20,17,3,No,523
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT05.3384,pickup,3,16,22,18,3,No,489
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT05.3384,special purpose,3,15,19,17,3,No,523
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT05.3384,pickup,3,16,22,18,3,No,489
GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT05.3384,special purpose,3,15,19,17,3,No,523
GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT05.3383,pickup,3,18,24,20,4,No,447
GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT05.3383,pickup,3,18,24,20,4,No,447
GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT05.3384,pickup,3,16,22,18,3,No,495
GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT05.3384,pickup,3,16,22,18,3,No,495
GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT05.3383,pickup,3,16,21,18,3,No,490
GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT05.3383,pickup,3,16,21,18,3,No,490
GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT05.3384,pickup,3,15,20,17,3,No,522
GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT05.3384,pickup,3,15,20,17,3,No,522
GMC Sierra 15,6.2,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT06.2374,pickup,3,15,21,17,3,No,517
GMC Sierra 15,6.2,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT06.2374,pickup,3,15,21,17,3,No,517
GMC Sierra 15,6.2,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JGMXT06.2374,pickup,3,15,20,17,3,No,524
GMC Sierra 15,6.2,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JGMXT06.2374,pickup,3,15,20,17,3,No,524
GMC Terrain,1.5,4,Auto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT01.5090,small SUV,5,26,30,28,6,No,316
GMC Terrain,1.5,4,Auto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT01.5090,small SUV,5,26,30,28,6,No,316
GMC Terrain,1.5,4,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT01.5095,small SUV,5,24,28,26,5,No,339
GMC Terrain,1.5,4,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT01.5095,small SUV,5,24,28,26,5,No,339
GMC Terrain,1.6,4,Auto-6,2WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,JGMXJ01.6356,small SUV,3,28,39,32,6,No,319
GMC Terrain,1.6,4,Auto-6,2WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,JGMXJ01.6356,small SUV,3,28,39,32,6,No,319
GMC Terrain,1.6,4,Auto-6,4WD,Diesel,CA,L3ULEV125,California LEV-III ULEV125,JGMXJ01.6356,small SUV,3,28,38,32,6,No,319
GMC Terrain,1.6,4,Auto-6,4WD,Diesel,FA,T3B125,Federal Tier 3 Bin 125,JGMXJ01.6356,small SUV,3,28,38,32,6,No,319
GMC Terrain,2,4,Auto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT02.0100,small SUV,5,22,28,24,5,No,369
GMC Terrain,2,4,Auto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT02.0100,small SUV,5,22,28,24,5,No,369
GMC Terrain,2,4,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JGMXT02.0100,small SUV,5,21,26,23,5,No,386
GMC Terrain,2,4,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JGMXT02.0100,small SUV,5,21,26,23,5,No,386
