MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
20,RL,67.0,8877,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690.0,Unf,0.0,126.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1.0,288.0,Fa,Fa,Y,0,0,0,0,0,0,0,5,2009,WD ,Normal,100000
85,RL,64.0,7301,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,495,1427,0,1922,0.0,0.0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,2003.0,RFn,2.0,672.0,TA,TA,Y,0,0,177,0,0,0,0,7,2009,ConLD,Normal,198500
60,RL,75.0,7950,Pave,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535.0,Unf,0.0,155.0,690.0,GasA,TA,Y,SBrkr,698,728,0,1426,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,1977.0,Fin,2.0,440.0,TA,TA,Y,252,0,0,0,0,0,0,7,2009,WD ,Normal,159500
20,RL,80.0,10682,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,399.0,Unf,0.0,615.0,1014.0,GasA,TA,Y,SBrkr,1149,0,0,1149,1.0,0.0,1,0,3,1,TA,7,Min1,0,None,2Types,1968.0,Fin,1.0,544.0,TA,TA,Y,0,240,0,0,0,0,0,7,2009,WD ,Normal,127000
80,RL,72.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631.0,Unf,0.0,410.0,1041.0,GasA,Ex,Y,SBrkr,1125,0,0,1125,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,1.0,352.0,TA,TA,Y,296,0,0,0,0,0,0,10,2009,WD ,Abnorml,125000
20,RL,86.0,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,Ex,TA,PConc,Ex,TA,No,GLQ,1234.0,Unf,0.0,464.0,1698.0,GasA,Ex,Y,SBrkr,1698,0,0,1698,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,768.0,TA,TA,Y,327,64,0,0,0,0,0,2,2009,WD ,Normal,320000
180,RM,35.0,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,Wood,Gd,TA,Gd,GLQ,547.0,Unf,0.0,0.0,547.0,GasA,Gd,Y,SBrkr,1072,0,0,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Basment,2005.0,Fin,2.0,525.0,TA,TA,Y,0,28,0,0,0,0,0,4,2009,WD ,Normal,145500
20,RL,50.0,9405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,SBrkr,698,0,0,698,0.0,1.0,1,0,2,1,TA,4,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,200,0,0,0,0,0,6,2009,WD ,Normal,118000
20,RL,64.0,6410,Pave,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,332.0,Rec,243.0,301.0,876.0,GasA,TA,Y,FuseA,876,0,0,876,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1959.0,Unf,1.0,320.0,TA,TA,Y,0,0,0,0,0,0,0,3,2009,WD ,Normal,85000
20,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,0,1368,1.0,0.0,1,0,3,1,TA,6,Min1,0,None,Attchd,1950.0,RFn,1.0,195.0,TA,TA,Y,0,41,211,0,0,0,900,6,2009,WD ,Normal,120000
50,RL,50.0,8405,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,Wall,TA,N,FuseF,1088,441,0,1529,0.0,0.0,2,0,4,1,TA,9,Mod,0,None,Detchd,1945.0,Unf,1.0,240.0,TA,TA,N,92,0,185,0,0,0,0,4,2009,WD ,Normal,98000
30,RL,56.0,4060,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,864.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,96,0,0,0,0,0,7,2009,WD ,Normal,99900
20,RL,74.0,10206,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasW,Fa,N,FuseF,944,0,0,944,0.0,0.0,1,0,2,1,Fa,4,Min1,0,None,Detchd,1956.0,Unf,2.0,528.0,TA,Fa,Y,0,0,0,0,0,0,0,7,2009,WD ,Normal,82000
90,RL,65.0,10926,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1678.0,1678.0,GasA,TA,Y,SBrkr,1678,0,0,1678,0.0,0.0,2,0,6,2,TA,10,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,119900
20,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,604.0,1150.0,GasA,Ex,Y,SBrkr,1560,0,0,1560,0.0,0.0,1,0,2,1,TA,7,Min1,1,TA,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD ,Normal,103500
20,RL,64.79428571428572,8926,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,FuseA,960,0,0,960,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Basment,1956.0,Unf,1.0,288.0,TA,TA,Y,64,0,0,0,160,0,0,10,2009,COD,Abnorml,112000
50,RL,67.0,12354,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684,512,0,1196,0.0,0.0,1,0,3,1,Gd,7,Typ,0,None,Detchd,2005.0,Unf,2.0,528.0,TA,TA,Y,0,46,0,0,0,0,800,8,2009,ConLI,Normal,110000
50,RL,45.0,8212,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,94.0,720.0,GasA,Ex,Y,SBrkr,854,444,0,1298,0.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,84,0,0,0,0,0,0,9,2009,WD ,Normal,122000
50,RL,60.0,10998,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,408.0,BLQ,420.0,156.0,984.0,GasA,Ex,Y,SBrkr,984,620,0,1604,0.0,0.0,2,0,3,1,TA,6,Min2,0,None,Detchd,1977.0,Unf,2.0,660.0,TA,TA,Y,0,68,0,0,0,0,0,7,2009,WD ,Normal,117000
50,RH,70.0,6300,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,88.0,TA,TA,PConc,TA,Fa,No,LwQ,832.0,Unf,0.0,0.0,832.0,GasA,TA,Y,SBrkr,832,436,0,1268,0.0,0.0,1,1,3,1,TA,7,Typ,2,Gd,Basment,1938.0,Unf,1.0,250.0,TA,TA,Y,0,0,55,0,0,0,0,7,2009,WD ,Abnorml,160000
50,RH,55.0,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182.0,Unf,0.0,611.0,793.0,GasA,Ex,Y,SBrkr,848,672,0,1520,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1968.0,Unf,1.0,281.0,TA,TA,Y,0,0,56,0,0,0,0,7,2009,WD ,Abnorml,159434
30,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,290.0,Unf,0.0,0.0,290.0,GasA,TA,N,FuseF,438,0,0,438,0.0,0.0,1,0,1,1,Fa,3,Typ,0,None,Detchd,1930.0,Unf,1.0,246.0,TA,TA,N,0,0,0,0,0,0,0,1,2009,WD ,Normal,60000
50,RL,60.0,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,778.0,778.0,GasA,TA,Y,SBrkr,944,545,0,1489,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,335,0,0,0,0,0,0,7,2009,WD ,Normal,139500
75,RL,102.0,15863,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,523.0,Unf,0.0,301.0,824.0,GasA,Ex,Y,SBrkr,1687,998,397,3082,1.0,0.0,2,1,5,1,TA,12,Typ,2,TA,Basment,1970.0,Fin,2.0,672.0,TA,TA,Y,136,63,0,0,0,0,0,8,2009,WD ,Normal,197000
70,RL,43.0,5707,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,583.0,583.0,GasA,Gd,Y,FuseF,647,595,0,1242,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1926.0,Unf,1.0,180.0,Fa,TA,Y,329,96,0,0,0,0,0,3,2009,WD ,Normal,105000
50,RL,65.0,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622.0,Unf,0.0,500.0,1122.0,GasA,TA,Y,SBrkr,1328,653,0,1981,1.0,0.0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2.0,576.0,TA,TA,Y,431,44,0,0,0,0,0,12,2009,WD ,Normal,135000
30,RL,64.0,8574,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,Ex,Y,SBrkr,1232,0,0,1232,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,Detchd,1916.0,Unf,2.0,440.0,TA,TA,Y,0,0,180,0,0,0,0,10,2009,WD ,Normal,147500
50,RL,51.0,6171,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,264.0,Unf,0.0,712.0,976.0,GasA,Ex,Y,SBrkr,1160,448,0,1608,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,216.0,Fa,TA,Y,147,16,0,0,0,0,0,10,2009,WD ,Normal,137450
70,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350.0,BLQ,210.0,0.0,560.0,GasA,Ex,Y,SBrkr,575,560,0,1135,1.0,0.0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1971.0,RFn,2.0,576.0,TA,TA,Y,256,0,0,0,0,0,0,4,2009,WD ,Normal,155000
50,RL,57.0,7558,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,GasA,Gd,Y,SBrkr,1172,741,0,1913,0.0,0.0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2.0,342.0,Fa,Fa,Y,0,0,0,0,0,0,0,3,2009,WD ,Normal,177000
50,RL,52.0,6292,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,861.0,861.0,GasA,Gd,Y,SBrkr,877,600,0,1477,0.0,1.0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1928.0,Unf,1.0,216.0,TA,TA,Y,0,50,0,0,0,0,0,8,2009,WD ,Normal,145000
70,RL,53.0,7155,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,628,600,0,1228,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1918.0,Unf,1.0,215.0,Fa,TA,Y,0,113,0,0,195,0,0,5,2009,WD ,Normal,137000
70,RL,53.0,10918,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,Ex,Y,SBrkr,1276,804,0,2080,0.0,0.0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,1926.0,Unf,1.0,282.0,TA,TA,Y,0,0,0,0,145,0,0,6,2009,WD ,Normal,234000
50,RL,60.0,13680,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,0.0,112.0,840.0,GasA,Ex,Y,SBrkr,840,727,0,1567,1.0,0.0,1,1,2,1,TA,6,Min2,2,TA,Detchd,1961.0,Unf,2.0,440.0,TA,TA,Y,0,21,150,0,0,0,0,2,2009,WD ,Normal,205000
70,RL,69.95180722891567,7500,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547.0,Unf,0.0,224.0,771.0,GasA,Fa,Y,SBrkr,753,741,0,1494,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1.0,213.0,TA,TA,P,0,0,0,0,224,0,0,11,2009,WD ,Normal,177500
50,RL,130.0,9600,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,428.0,Unf,0.0,300.0,728.0,GasA,Ex,Y,SBrkr,976,332,0,1308,1.0,0.0,1,1,2,1,TA,7,Min2,2,TA,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,0,70,0,0,0,0,0,6,2009,WD ,Normal,160000
20,RL,80.0,14680,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,793.0,Unf,0.0,480.0,1273.0,GasA,Ex,Y,SBrkr,1273,0,0,1273,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1960.0,Unf,1.0,307.0,TA,TA,Y,483,0,0,0,115,0,0,6,2009,WD ,Normal,155000
30,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,876.0,GasA,Ex,Y,SBrkr,964,0,0,964,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1921.0,Unf,2.0,432.0,TA,TA,Y,0,0,44,0,0,0,0,8,2009,WD ,Normal,163500
50,RL,54.0,7681,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,731.0,731.0,GasA,Ex,Y,SBrkr,820,523,0,1343,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1.0,186.0,Fa,TA,Y,192,0,102,0,0,0,0,7,2009,WD ,Normal,154900
90,RL,69.95180722891567,8145,Pave,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,246.0,Unf,0.0,674.0,920.0,GasA,Ex,Y,SBrkr,1240,1240,0,2480,0.0,0.0,2,1,5,2,TA,13,Typ,2,Gd,Detchd,1940.0,Unf,2.0,400.0,TA,TA,Y,0,0,57,0,0,0,0,7,2009,WD ,Normal,205000
20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,Rec,154.0,ALQ,694.0,264.0,1112.0,GasA,Ex,Y,SBrkr,1112,0,0,1112,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1954.0,Unf,1.0,390.0,TA,TA,Y,0,0,0,0,0,0,0,10,2009,WD ,Family,144800
70,RL,75.0,12000,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275.0,Unf,0.0,429.0,704.0,GasA,Ex,Y,SBrkr,860,704,0,1564,0.0,0.0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941.0,Unf,1.0,234.0,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD ,Normal,174500
20,RL,90.0,13339,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132.0,TA,TA,CBlock,TA,TA,No,LwQ,65.0,BLQ,875.0,621.0,1561.0,GasA,TA,Y,SBrkr,1561,0,0,1561,1.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,1960.0,Fin,2.0,463.0,TA,TA,Y,0,148,0,0,120,0,0,5,2009,WD ,Normal,193000
50,RL,78.0,15600,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1949,2005,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,248.0,1067.0,GasW,Fa,N,SBrkr,986,537,0,1523,1.0,0.0,2,0,3,1,Fa,7,Maj2,1,TA,Attchd,1949.0,Unf,1.0,295.0,TA,TA,Y,0,0,81,0,0,0,0,10,2009,WD ,Normal,158000
20,RL,80.0,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1152,0,0,1152,0.0,1.0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,1.0,300.0,TA,TA,Y,0,36,0,0,0,0,0,8,2009,WD ,Family,158500
20,RL,100.0,17500,Pave,Reg,Bnk,AllPub,Corner,Mod,Crawfor,PosA,Norm,1Fam,1Story,6,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,420.0,TA,TA,PConc,TA,TA,Av,LwQ,784.0,BLQ,435.0,91.0,1310.0,GasA,Ex,Y,SBrkr,1906,0,0,1906,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Basment,1954.0,Unf,2.0,576.0,TA,TA,Y,0,201,0,0,0,0,0,1,2009,WD ,Normal,224000
160,RM,24.0,1733,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,516.0,516.0,GasA,TA,Y,SBrkr,516,516,0,1032,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,452.0,TA,TA,Y,279,0,0,0,0,0,0,5,2009,WD ,Normal,115000
160,RM,24.0,1488,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,471.0,Unf,0.0,90.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,1.0,0.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,176,0,0,0,0,0,0,10,2009,WD ,Normal,137000
160,RM,24.0,1612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,561.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,154,0,0,0,0,0,0,7,2009,WD ,Normal,121000
160,RM,24.0,1300,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,285.0,Unf,0.0,276.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2.0,462.0,TA,TA,Y,150,0,0,0,0,0,0,5,2009,WD ,Normal,124000
