Name,Symbol,LastSale,MarketCapLabel,MarketCapAmount,IPOyear,Sector,industry,Summary Quote
First Trust Low Beta Income ETF,FTLB,20.796,$2.08M,2080000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftlb
First Trust Low Duration Mortgage Opportunities ETF,LMBS,50.64,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lmbs
First Trust Managed Municipal ETF,FMB,51.77,$20.71M,20710000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmb
First Trust NASDAQ ABA Community Bank Index Fund,QABA,35.6099,$92.59M,92590000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qaba
First Trust NASDAQ CEA Smartphone Index Fund,FONE,40.287,$12.09M,12090000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fone
First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index,GRID,35.9316,$12.58M,12580000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grid
First Trust NASDAQ Clean Edge US Liquid Series Index Fund,QCLN,18.14,$117M,117000000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qcln
First Trust NASDAQ Global Auto Index Fund,CARZ,40.719,$69.22M,69220000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/carz
First Trust NASDAQ Rising Dividend Achievers ETF,RDVY,22.65,$7.93M,7930000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdvy
First Trust NASDAQ Technology Dividend Index Fund,TDIV,28.56,$741.27M,741270000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdiv
First Trust NASDAQ Technology Dividend Index Fund,YDIV,19.3412,$12.57M,12570000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ydiv
First Trust NASDAQ-100 Equal Weighted Index Fund,QQEW,44.54,$625.79M,625790000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqew
First Trust NASDAQ-100 Ex-Technology Sector Index Fund,QQXT,41.803,$106.6M,106600000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqxt
First Trust NASDAQ-100 Technology Sector Index Fund,QTEC,44.66,$368.45M,368450000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtec
First Trust RBA American Industrial Renaissance ETF,AIRR,18.1247,$76.12M,76120000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr
First Trust RBA Quality Income ETF,QINC,21.7864,$5.45M,5450000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qinc
First Trust Senior Loan ETF,FTSL,49.1365,$201.46M,201460000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsl
First Trust Strategic Income ETF,FDIV,50.3,$20.12M,20120000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdiv
First Trust Total US Market AlphaDEX ETF,TUSA,26.7199,$6.68M,6680000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tusa
First United Corporation,FUNC,9.26,$57.67M,57670000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/func
"Firsthand Technology Value Fund, Inc.",SVVC,13.7,$124.29M,124290000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/svvc
FirstMerit Corporation,FMER,18.29,$3.03B,3030000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmer
FirstService Corporation,FSRV,60.5,$2.09B,2090000000,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/fsrv
"Fiserv, Inc.",FISV,79.05,$19.29B,19290000000,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/fisv
"Five Below, Inc.",FIVE,32.22,$1.75B,1750000000,2012,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five
"Five Prime Therapeutics, Inc.",FPRX,26.27,$668.91M,668910000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fprx
"Five9, Inc.",FIVN,3.8,$185.74M,185740000,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/fivn
Flamel Technologies S.A.,FLML,14.62,$569.25M,569250000,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flml
"Flex Pharma, Inc.",FLKS,14.71,$261.92M,261920000,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flks
"Flexion Therapeutics, Inc.",FLXN,22.5,$482.02M,482020000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn
FlexShares Credit-Scored US Corporate Bond Index Fund,SKOR,50.63,$12.66M,12660000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skor
Flexshares Trust-Flexshares Disciplined Duration Mbs Index Fun,MBSD,25.3,$5.06M,5060000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbsd
"Flexsteel Industries, Inc.",FLXS,31.02,$230.67M,230670000,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/flxs
Flextronics International Ltd.,FLEX,12.23,$7B,7000000000,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex
"FLIR Systems, Inc.",FLIR,32.12,$4.53B,4530000000,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
Fluidigm Corporation,FLDM,38.97,$1.1B,1100000000,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/fldm
Flushing Financial Corporation,FFIC,19.61,$581.45M,581450000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffic
Foamix Pharmaceuticals Ltd.,FOMX,9.18,$197.15M,197150000,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/fomx
Fonar Corporation,FONR,12.68,$81.58M,81580000,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr
Forbes Energy Services Ltd,FES,1.12,$24.46M,24460000,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/fes
ForceField Energy Inc.,FNRG,7.44,$134.72M,134720000,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fnrg
"FormFactor, Inc.",FORM,9.14,$515.6M,515600000,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/form
Formula Systems (1985) Ltd.,FORTY,23.7,$348.84M,348840000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
"Forrester Research, Inc.",FORR,38.3,$697.25M,697250000,1996,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/forr
"Fortinet, Inc.",FTNT,33.84,$5.58B,5580000000,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
Forward Air Corporation,FWRD,53.76,$1.64B,1640000000,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/fwrd
"Forward Industries, Inc.",FORD,0.93,$7.79M,7790000,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/ford
Forward Pharma A/S,FWP,23.59,$1.08B,1080000000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fwp
"Fossil Group, Inc.",FOSL,85.14,$4.35B,4350000000,1993,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/fosl
"Foundation Medicine, Inc.",FMI,48.48,$1.38B,1380000000,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/fmi
"Fox Chase Bancorp, Inc.",FXCB,16.28,$195.55M,195550000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fxcb
Fox Factory Holding Corp.,FOXF,15.79,$585.14M,585140000,2013,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/foxf
Francesca&#39;s Holdings Corporation,FRAN,15.12,$639.54M,639540000,2011,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fran
"Franklin Electric Co., Inc.",FELE,34.81,$1.65B,1650000000,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/fele
"Fred&#39;s, Inc.",FRED,19.02,$702.13M,702130000,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/fred
FreeSeas Inc.,FREE,0.09,$10.39M,10390000,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/free
"Freightcar America, Inc.",RAIL,30.48,$367.8M,367800000,2005,Capital Goods,Railroads,http://www.nasdaq.com/symbol/rail
"Frequency Electronics, Inc.",FEIM,12.37,$106.45M,106450000,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/feim
"Freshpet, Inc.",FRPT,16.15,$540.5M,540500000,2014,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/frpt
Frontier Communications Corporation,FTR,8.3,$8.32B,8320000000,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftr
"FRP Holdings, Inc.",FRPH,30.02,$291.75M,291750000,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/frph
"FS Bancorp, Inc.",FSBW,19.4499,$62.93M,62930000,2012,Finance,Banks,http://www.nasdaq.com/symbol/fsbw
"FTD Companies, Inc.",FTD,34.27,$650.72M,650720000,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ftd
"Fuel Systems Solutions, Inc.",FSYS,10.98,$220.76M,220760000,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/fsys
"Fuel Tech, Inc.",FTEK,3.2,$73.07M,73070000,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/ftek
"FuelCell Energy, Inc.",FCEL,1.33,$388.63M,388630000,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/fcel
Full Circle Capital Corporation,FULL,4.66,$55.68M,55680000,2010,n/a,n/a,http://www.nasdaq.com/symbol/full
Full Circle Capital Corporation,FULLL,25.8499,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fulll
"Full House Resorts, Inc.",FLL,1.52,$28.69M,28690000,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/fll
Fulton Financial Corporation,FULT,12.17,$2.25B,2250000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fult
"Fusion Telecommunications International, Inc.",FSNN,3.611,$23.45M,23450000,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fsnn
"Fuwei Films (Holdings) Co., Ltd.",FFHL,0.6,$7.84M,7840000,2006,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ffhl
"FX Energy, Inc.",FXEN,2.26,$122.21M,122210000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fxen
"FX Energy, Inc.",FXENP,20,$16M,16000000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fxenp
"G&K Services, Inc.",GK,72.46,$1.44B,1440000000,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/gk
"G. Willi-Food International, Ltd.",WILC,6.09,$79.01M,79010000,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/wilc
"Gaiam, Inc.",GAIA,6.64,$162.45M,162450000,1999,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/gaia
Galectin Therapeutics Inc.,GALT,4.04,$89.38M,89380000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galt
Galectin Therapeutics Inc.,GALTU,7.7,n/a,0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galtu
Galectin Therapeutics Inc.,GALTW,1.9732,n/a,0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/galtw
"Galena Biopharma, Inc.",GALE,1.84,$223.48M,223480000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gale
Galmed Pharmaceuticals Ltd.,GLMD,8.04,$89.25M,89250000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glmd
"Gaming and Leisure Properties, Inc.",GLPI,33.79,$3.8B,3800000000,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/glpi
Gaming Partners International Corporation,GPIC,8.265,$65.43M,65430000,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/gpic
Garmin Ltd.,GRMN,49.42,$9.45B,9450000000,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/grmn
Garnero Group Acquisition Company,GGAC,9.52,$177.1M,177100000,2014,Finance,Business Services,http://www.nasdaq.com/symbol/ggac
Garnero Group Acquisition Company,GGACR,0.16,n/a,0,2014,Finance,Business Services,http://www.nasdaq.com/symbol/ggacr
Garnero Group Acquisition Company,GGACU,9.9,$129.33M,129330000,2014,Finance,Business Services,http://www.nasdaq.com/symbol/ggacu
Garnero Group Acquisition Company,GGACW,0.11,n/a,0,2014,Finance,Business Services,http://www.nasdaq.com/symbol/ggacw
Garrison Capital Inc.,GARS,14.83,$248.53M,248530000,2013,n/a,n/a,http://www.nasdaq.com/symbol/gars
"GCT Semiconductor, Inc.",GCTS,0.095,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcts
"Geeknet, Inc.",GKNT,7.87,$52.88M,52880000,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/gknt
Gencor Industries Inc.,GENC,9.66,$91.96M,91960000,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/genc
"General Communication, Inc.",GNCMA,14.43,$594.69M,594690000,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/gncma
General Finance Corporation,GFN,8.9,$230.06M,230060000,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/gfn
General Finance Corporation,GFNCP,110,n/a,0,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/gfncp
General Finance Corporation,GFNSL,25.85,n/a,0,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/gfnsl
Genetic Technologies Ltd,GENE,6.46,$26.44M,26440000,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gene
"GenMark Diagnostics, Inc.",GNMK,13.22,$551.73M,551730000,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gnmk
"Genocea Biosciences, Inc.",GNCA,9,$158.49M,158490000,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gnca
"Genomic Health, Inc.",GHDX,31,$983.37M,983370000,2005,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ghdx
Gentex Corporation,GNTX,17.875,$5.23B,5230000000,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/gntx
Gentherm Inc,THRM,42.27,$1.51B,1510000000,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/thrm
"GenVec, Inc.",GNVC,3.37,$58.2M,58200000,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gnvc
"Georgetown Bancorp, Inc.",GTWN,17.5501,$32.08M,32080000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gtwn
Geospace Technologies Corporation,GEOS,18.31,$240.71M,240710000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/geos
"German American Bancorp, Inc.",GABC,29.18,$385.48M,385480000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gabc
Geron Corporation,GERN,3.16,$496.79M,496790000,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gern
"Gevo, Inc.",GEVO,0.27,$26.9M,26900000,2011,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gevo
"Gibraltar Industries, Inc.",ROCK,16.16,$499.42M,499420000,1993,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/rock
GigaMedia Limited,GIGM,0.772,$39.25M,39250000,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/gigm
Giga-tronics Incorporated,GIGA,1.76,$9.58M,9580000,1983,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/giga
"G-III Apparel Group, LTD.",GIII,105.53,$2.37B,2370000000,1989,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/giii
Gilat Satellite Networks Ltd.,GILT,4.83,$205.84M,205840000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/gilt
"Gilead Sciences, Inc.",GILD,102.61,$154.8B,154800000000,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/gild
"Glacier Bancorp, Inc.",GBCI,24.79,$1.86B,1860000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gbci
Gladstone Capital Corporation,GLAD,8.41,$176.61M,176610000,2001,n/a,n/a,http://www.nasdaq.com/symbol/glad
Gladstone Capital Corporation,GLADO,25.3352,$55.74M,55740000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/glado
Gladstone Commercial Corporation,GOOD,17.6,$333.14M,333140000,2003,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/good
Gladstone Commercial Corporation,GOODN,25.6101,n/a,0,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodn
Gladstone Commercial Corporation,GOODO,25.4301,$29.24M,29240000,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodo
Gladstone Commercial Corporation,GOODP,25.6,$25.6M,25600000,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodp
Gladstone Investment Corporation,GAIN,7.8,$206.51M,206510000,2005,n/a,n/a,http://www.nasdaq.com/symbol/gain
Gladstone Investment Corporation,GAINO,25.3799,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gaino
Gladstone Investment Corporation,GAINP,25.8,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gainp
Gladstone Land Corporation,LAND,10.6,$82.19M,82190000,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/land
Glen Burnie Bancorp,GLBZ,12.23,$33.77M,33770000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/glbz
"Global Defense & National Security Systems, Inc.",GDEF,10.3,$99.13M,99130000,2013,Finance,Business Services,http://www.nasdaq.com/symbol/gdef
Global Eagle Entertainment Inc.,ENT,13.31,$1.02B,1020000000,2011,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ent
Global Indemnity plc,GBLI,26.71,$676.28M,676280000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/gbli
Global Market Group Limited,GMC,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gmc
Global Sources Ltd.,GSOL,5.56,$165.79M,165790000,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/gsol
Global X China Technology ETF,QQQC,21.79,$17.43M,17430000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqqc
Global X Social Media Index ETF,SOCL,18.74,$102.13M,102130000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/socl
Global-Tech Advanced Innovations Inc.,GAI,3.9,$11.87M,11870000,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/gai
Globe Specialty Metals Inc.,GSM,15.37,$1.13B,1130000000,2009,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gsm
"GlobeImmune, Inc.",GBIM,7.61,$43.75M,43750000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gbim
Globus Maritime Limited,GLBS,1.647,$16.86M,16860000,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/glbs
Glori Energy Inc,GLRI,3.175,$100.01M,100010000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/glri
Glu Mobile Inc.,GLUU,5.11,$546.51M,546510000,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/gluu
"GlycoMimetics, Inc.",GLYC,8.12,$153.43M,153430000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glyc
Gogo Inc.,GOGO,16.22,$1.38B,1380000000,2013,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/gogo
Golar LNG Limited,GLNG,31.32,$2.92B,2920000000,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/glng
Golar LNG Partners LP,GMLP,27.76,$1.71B,1710000000,2011,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/gmlp
"Golden Enterprises, Inc.",GLDC,3.97,$46.58M,46580000,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/gldc
"Golub Capital BDC, Inc.",GBDC,17.58,$829.28M,829280000,2010,n/a,n/a,http://www.nasdaq.com/symbol/gbdc
Good Times Restaurants Inc.,GTIM,8.29,$78.33M,78330000,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/gtim
Google Inc.,GOOG,538.95,$366.82B,366820000000,2004,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/goog
Google Inc.,GOOGL,541.8,$368.76B,368760000000,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/googl
"GoPro, Inc.",GPRO,45.07,$5.67B,5670000000,2014,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/gpro
"Gordmans Stores, Inc.",GMAN,3.95,$77.33M,77330000,2010,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/gman
"Grand Canyon Education, Inc.",LOPE,46.68,$2.18B,2180000000,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lope
"GRAVITY Co., Ltd.",GRVY,0.519,$14.43M,14430000,2005,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/grvy
"Great Basin Scientific, Inc.",GBSN,1.8,$9.14M,9140000,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gbsn
Great Lakes Dredge & Dock Corporation,GLDD,7.42,$446.21M,446210000,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/gldd
"Great Southern Bancorp, Inc.",GSBC,36.93,$506.96M,506960000,1989,Finance,Major Banks,http://www.nasdaq.com/symbol/gsbc
"Green Bancorp, Inc.",GNBC,11.35,$297.04M,297040000,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/gnbc
"Green Brick Partners, Inc.",GRBK,8.2,$51.15M,51150000,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/grbk
"Green Plains, Inc.",GPRE,25.01,$940.6M,940600000,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gpre
"Greene County Bancorp, Inc.",GCBC,27.9748,$118.12M,118120000,n/a,Finance,Banks,http://www.nasdaq.com/symbol/gcbc
"Greenlight Reinsurance, Ltd.",GLRE,31.95,$1.2B,1200000000,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/glre
