id,name,country,status,formed_in,genre,theme,active
5172,Istengoat,Chile,Active,2011,Death Metal,Anti-Judeochristianity| Blasphemy,2011-present
5173,It Creeps and It Crawls,United Kingdom,Active,2011,Death Metal,N/A,2011-present
5174,Ithaqua,Denmark,Split-up,N/A,Death Metal,N/A,N/A
5175,Itnos,Singapore,Changed name,1992,Death Metal,Violence| Blasphemy,? (as Rectum)| ? (as Leviathan)| 1989-1990 (as Mumbra)| 1990-1992 (as Libation)| 1992-1999| 1999-present (as Doxomedon)
5176,Iumenta,Norway,Active,2010,Death Metal,N/A,2008-2010 (as Silence of Death)| 2010-present
5177,Izate,Spain,Active,2015,Death Metal,Basque Paganism,2015-present
5178,Izuver,Russia,Active,2005,Death Metal,Death| Mysticism,2005-present
5179,J.J. Hrubovcak,United States,Active,2013,Death Metal,N/A,2013-present
5180,Jacob Hansen,Denmark,Split-up,1988,Death Metal,N/A,1988-?
5181,Jane Dark,Serbia,Active,2000,Death Metal,Madness| Fear| Darkness,2000-2004| 2004 (as Mortus Causa)| 2004-present
5182,Jarah,Indonesia,Active,1996,Death Metal,Hatred| Dominion| Greed,1996-2002| 2013-present
5183,Jarawynja,Sweden,Changed name,1997,Death Metal,N/A,1997-2001| 2001-present (as Solar Dawn)
5184,Jason Goes to Hell,Italy,Active,1994,Death Metal,Society| Hypocrisy,1994-present
5185,Jaws,Germany,Active,2005,Death Metal,Alien,2005-present
5186,JEEL,Denmark,Split-up,1993,Death Metal,N/A,1993-?
5187,Jeff Darkness,United States,Active,2011,Death Metal,N/A,2011-present
5188,Jesus the Ripper,Poland,Split-up,1993,Death Metal,N/A,1993-?
5189,Jitoma Safiama,Colombia,On hold,2013,Death Metal,Latin American Native Cultures| Life| Death,2013-present
5190,JJ Grim,United States,Active,2001,Death Metal,Life| Death| Morbidity| Evil,2001-2003| 2008-present
5191,Johansson & Speckmann,International,Active,2013,Death Metal,Corruption| Nihilism,2013-present
5192,Johnston,Germany,Active,2000,Death Metal,Death| Satan| Nonsense| Monkeys & Braunschweig,2000-present
5193,Jormundgard,Germany,On hold,1999,Death Metal,Nordic Mythology,1999-?
5194,Judecca,United States,Split-up,1991,Death Metal,Death| Gore| Anti-religion,1991-1998
5195,Juggermath,Australia,Split-up,2002,Death Metal,N/A,1999-2000 (as Splaatagorphus)| 2002-?
5196,Juicy Guts,France,Active,2008,Death Metal,N/A,2004-2008 (as Irium)| 2008-present
5197,Jumpin' Jesus,Germany,Split-up,1989,Death Metal,N/A,1989-1991
5198,Jungle Rot,United States,Active,1992,Death Metal,War| Torture| Murder| Death| Corruption,1992-present
5199,Just Before Dawn,International,Active,2012,Death Metal,War,2012-present
5200,Just Hate,Brazil,Active,1998,Death Metal,Death| Anti-Christianity| Destruction| War,1998-present
5201,Justivice,Japan,Split-up,N/A,Death Metal,N/A,N/A
5202,Justonefix,United Kingdom,Active,2004,Death Metal,N/A,2004-present
5203,K626,United States,Split-up,1994,Death Metal,Christianity,1994-?
5204,Kaamos,Finland,Changed name,1995,Death Metal,N/A,1995-1997| 1997-present (as Entwine)
5205,Kaamos,Sweden,Split-up,1998,Death Metal,Occultism,1998-2006
5206,Kaatörsnik,Finland,Active,2002,Death Metal,Judgment| Hate| Death,2002-present
5207,Kabal,Spain,Active,2005,Death Metal,War| Pain| Suffering| death,2005-present
5208,Kabbal,Monaco,On hold,1999,Death Metal,Death| Ritual| War,1999-?
5209,Kadath,Italy,Changed name,1993,Death Metal,N/A,1993-1995| 1995-? (as Forgotten Kadath)
5210,Kadath,Mexico,Active,1994,Death Metal,N/A,1994-present
5211,Kadath the Lost City,Poland,Split-up,1999,Death Metal,Sadism| Suffering| Pain| Psyhosic,1999-? (as Kadath)| ?-?
5212,Kadatheron,Finland,Split-up,1993,Death Metal,Life| Agony,1993-?
5213,Kadavar,Italy,Split-up,2007,Death Metal,Violence| Mankind| Death,2004-2007 (as Bleeding Eyes)| 2007-2009
5214,Kaffeine,United States,Split-up,1995,Death Metal,N/A,1995-?
5215,Kahtahdhen,Mexico,Split-up,1993,Death Metal,Epic| Fictional Stories About Ancient Warriors| Religion.,1993-2006
5216,Kaiju,United States,Active,2008,Death Metal,Monsters,2008-present
5217,Kalaazar,United States,Unknown,2003,Death Metal,N/A,2003-?
5218,Kaligula,Indonesia,Active,N/A,Death Metal,Death| Mutilation,N/A
5219,Kaliira,Germany,Active,2013,Death Metal,Society| Science-Fiction| Psychology,2013-present
5220,Kaliyuga,Singapore,Active,N/A,Death Metal,N/A,N/A
5221,Kalopsia,United States,Active,1999,Death Metal,Gore,1999-present
5222,Kalvaria,International,Split-up,2009,Death Metal,N/A,2009-?
5223,Kamaloka,Estonia,Split-up,2003,Death Metal,N/A,2003-2008
5224,Kandang Kawat,Indonesia,Active,2010,Death Metal,N/A,2010-present
5225,Kaos Vortex,Germany,Active,2011,Death Metal,Humanity,2011-present
5226,Kaoscentrica,Chile,On hold,2001,Death Metal,Araucanians| Chilean History| Southern Rites,2001-present
5227,Kaoz,Ukraine,Split-up,2006,Death Metal,Satanism| Chaos,1998-2001 (as Igael)| 2001-2006 (as Reliquium)| 2006-2009
5228,Kaptivity,Italy,Active,2008,Death Metal,N/A,2003-2007 (as CandleLight)| 2007-2008 (as Decline)| 2008-present
5229,Kar,Slovakia,Split-up,1990,Death Metal,N/A,1990-?
5230,Karambole,Germany,Split-up,2005,Death Metal,N/A,2005-2010
5231,Karas,France,Active,2009,Death Metal,N/A,2009-present
5232,Karcharoth,Poland,Active,2013,Death Metal,N/A,2013-present
5233,Karehgod,Netherlands,Split-up,2004,Death Metal,Darkness| Gore| War,2004-2006
5234,Karma,Colombia,Unknown,1999,Death Metal,Death| Drugs| Thoughts| Reality,1999-?
5235,Karmage,Brazil,Unknown,2004,Death Metal,N/A,2004-?
5236,Karmageddon,Switzerland,Active,2011,Death Metal,N/A,2011-present
5237,Karmak,Spain,Active,2001,Death Metal,N/A,2001-present
5238,Karnage,Uruguay,Active,N/A,Death Metal,Death| Insanity| Gore,2010-present
5239,Karnak,Indonesia,Active,2009,Death Metal,Death| Torture| Spell,2009-present
5240,Karnarium,Sweden,Split-up,1998,Death Metal,Darkness| Evil| Occultism,1998-2013
5241,Karras,Argentina,Active,2008,Death Metal,Death| Religion| Society,2008-present
5242,Karybdis,Sweden,Split-up,2007,Death Metal,N/A,2007-?
5243,Kassiel,Ecuador,Split-up,1994,Death Metal,N/A,1994-?
5244,Kasvoton,Finland,Active,2010,Death Metal,Death| Despair,2010-present
5245,Katakombs,Germany,Active,2015,Death Metal,Death| Nature,2015-present
5246,Kataleptic,United Kingdom,Split-up,2008,Death Metal,Abuse| Torture| Nihilism,2008-2016
5247,Kataleptik,Sweden,Unknown,2000,Death Metal,N/A,2000-?
5248,Katalysator,Sweden,Changed name,2005,Death Metal,Zombies| Death,2005-2007| 2007-present (as Invidious)
5249,Kataphrakt,Germany,Active,N/A,Death Metal,History| Battles,N/A
5250,Kataplex,Germany,Split-up,1999,Death Metal,Death| Murder| Blood| Insanity,1999-?
5251,Kataplexie,Austria,Active,2008,Death Metal,N/A,2008-present
5252,Katarakt,Austria,Split-up,1995,Death Metal,Death| Horror,1995-?
5253,KatarSIS,Spain,Active,2001,Death Metal,Human behaviour| religion| society,2001-present
5254,Katastrofy,Brazil,Active,2006,Death Metal,Blasphemies| Death| Anti-religion,2006-present
5255,Katharsis,Belarus,Split-up,N/A,Death Metal,N/A,N/A
5256,Katharsis,Czech Republic,Split-up,1998,Death Metal,N/A,1998-?
5257,Katharzys,Costa Rica,Changed name,2002,Death Metal,Life & Death| Fear| Existence,2002-2008| 2008-present (as Catarsis Incarne)
5258,Kathgor,Malaysia,Active,2007,Death Metal,Death| Darkness| Horror,2007-present
5259,Kause & Effect,Mexico,Active,2011,Death Metal,N/A,2011-present
5260,Kayotik,United States,Active,2006,Death Metal,Government| Death| War,2006-present
5261,Keep on Rotting,Czech Republic,Active,2003,Death Metal,N/A,2003-present
5262,Keeper of Decay,United States,Split-up,2000,Death Metal,N/A,2000-?
5263,Kejam,Indonesia,Active,2013,Death Metal,N/A,2013-present
5264,Keks,Sweden,Split-up,1990,Death Metal,Occult| Satanism,1990-1992
5265,Kelevra,Canada,Active,N/A,Death Metal,N/A,2009-present
5266,Kenosis,United States,Split-up,2009,Death Metal,Occultism| gore| anti-religous,2009-? (as Armageddon Awaits)| ?-2013
5267,Kenotaphian,Sweden,Active,N/A,Death Metal,N/A,N/A
5268,Kerberos,United States,Active,2004,Death Metal,N/A,2004-present
5269,Kerigma,Argentina,Split-up,1989,Death Metal,Christianity,1989-?
5270,Keringat Darah,Indonesia,Active,N/A,Death Metal,N/A,N/A
5271,Kever,Israel,Active,2013,Death Metal,Death,2007-2013 (as Morbid Tendency)| 2013-present
5272,Khagan,Austria,Split-up,1997,Death Metal,War| Death,1997-2006
5273,Khanus,Finland,Active,2015,Death Metal,Shamanism| Folklore,2015-present
5274,Khaos of Death,Spain,Active,2012,Death Metal,N/A,2012-present
5275,Khaosick,Germany,Changed name,2001,Death Metal,Pain| Hate,2001-2005| 2005-present (as Warfield Within)
5276,Khaoz,Netherlands,Active,2008,Death Metal,N/A,2008-present
5277,Khert-Neter,Finland,Active,1999,Death Metal,Egyptian Myths| Personal Themes,1999-present
5278,Khrophus,Brazil,Active,1993,Death Metal,Death| Violence| Darkness,1993-present
5279,Kiblat,Indonesia,Split-up,N/A,Death Metal,N/A,N/A
5280,Kilhumanity,United States,Split-up,2004,Death Metal,Death| Murder| Violence| Killers,2002-2004 (as Inhumanity)| 2004-2007
5281,Kilhwch,United States,Split-up,1989,Death Metal,N/A,1989-?
5282,Kill,Poland,Active,2008,Death Metal,Death| Torture| Murder| Misanthropy,2008-present
5283,Kill All Resistance,United States,Active,2001,Death Metal,Hate| Religion| Society| Porn| Gore| Death,2001-2004 (as Inviscerated)| 2004-present
5284,Kill by Numbers,United Kingdom,Split-up,2003,Death Metal,Serial killers| Gore| Death,2003-?
5285,Kill the Freak,United Kingdom,Active,2013,Death Metal,N/A,2013-present
5286,Kill the Messenger,United States,Unknown,2000,Death Metal,N/A,2000-?
5287,Killchain,India,Active,2014,Death Metal,N/A,2014-present
5288,Killchain,Slovakia,Active,2005,Death Metal,Gore| killings,2005-present
5289,KillDead,Russia,Split-up,1990,Death Metal,Death| Darkness,1990-?
5290,Killemboth,Estonia,Split-up,2000,Death Metal,N/A,2000-?
5291,Killer Corpse,Malaysia,Active,2011,Death Metal,Doom| War| Violence,2011-present
5292,Killer Instinct,United States,Split-up,2000,Death Metal,N/A,2000-?
5293,Killer of Gods,Indonesia,Active,2011,Death Metal,Death| Gods| Hell,2011-2013 (as Killer of God)| 2013-present
5294,Killers of Faith,Brazil,Active,2010,Death Metal,Anti-religion,2010-present
5295,Killing Addiction,United States,Active,1988,Death Metal,Philosophy| Religion| Society,1989-1998| 2006-present
5296,Killing Factor,United States,Split-up,N/A,Death Metal,Suffering| Government| Life,N/A
5297,Killing for Company,Norway,Active,2004,Death Metal,Religion| War| Torture| Death. Fictional & Non-fictional,2004| 2014-present
5298,Killing God Kings,United States,Active,2010,Death Metal,N/A,2010-present
5299,Killing Mode,United Kingdom,Split-up,1997,Death Metal,Death| Hate| War,1997-2006
5300,Killing Spree,Germany,Active,2001,Death Metal,N/A,?-1990 (as Necrophenistic Nightmare)| 1990-1998 (as Enslaved)| 2001-present
5301,Killtheslavemaster,United States,Unknown,1996,Death Metal,Anti-Civilization| Primitivist,1996-?
5302,Killzone,United States,Active,2007,Death Metal,N/A,2007-present
5303,Kimaira,Netherlands,Unknown,1996,Death Metal,Death| Mental diseases,1996-?
5304,Kinesthesis,Australia,Active,N/A,Death Metal,N/A,N/A
5305,King Carnage,United States,Changed name,2012,Death Metal,Death| Destruction| Murder,1992-1996 (as Nepenthe)| 1996-2012 (as Ligeia)| 2012-2013| 2013-2014 (as Ligeia)
5306,King Death,Czech Republic,Changed name,1992,Death Metal,N/A,1992-1995| 1995-present (as Fatality)
5307,King Pariah,United States,Active,2012,Death Metal,N/A,2012-present
5308,King Stench,United States,Active,2008,Death Metal,N/A,2008-present
5309,Kingdom,Poland,Active,2003,Death Metal,Dark Side| Anti-Christianity| Blasphemy,2003-present
5310,Kingdom of Blood,Colombia,Active,2006,Death Metal,Conflicts| Death| Immolation,2006-present
5311,Kingdom of Maggots,Brazil,Active,2002,Death Metal,Violence,2002-present
5312,Kingdoms of Flesh,United States,Changed name,2013,Death Metal,Dark Souls,2013-2014| 2014-present (as Soulmass)
5313,Kinnara,Germany,Active,2007,Death Metal,N/A,2007-present
5314,Kirios,Colombia,Active,1994,Death Metal,Paganism (Early)| Psychology| Manipulation (Later),1994-1997| 2003-present
5315,Kitten Remains,Hungary,Split-up,1989,Death Metal,N/A,1989-?
5316,Klan,Czech Republic,Active,2004,Death Metal,N/A,2004-2011
5317,Klast,United States,Active,N/A,Death Metal,N/A,N/A
5318,Klyster,Denmark,Split-up,1996,Death Metal,Hate,1996-?
5319,Knell,Chile,Active,2004,Death Metal,Death| Instrospection| Stories,2004-present
5320,Knife in Christ,Sweden,Split-up,2002,Death Metal,N/A,2002-2006
5321,Knocked Dawn,France,Active,2004,Death Metal,N/A,2004-present
5322,Know Fear,United States,Unknown,2000,Death Metal,N/A,2000-?
5323,Koala,France,Split-up,2002,Death Metal,Violence| Hatred,2002-?
5324,KogWar,Italy,Active,N/A,Death Metal,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,N/A
5325,Koktopus,United States,Active,2006,Death Metal,N/A,2006-present
5326,Kolizion,France,Active,2003,Death Metal,N/A,2003-present
5327,Kolobos,France,Split-up,2005,Death Metal,N/A,2005-2007
5328,Koloss,Germany,Active,2012,Death Metal,Extinction| Death| Sick Minds,2012-present
5329,Komatyzed,United Kingdom,Active,2006,Death Metal,N/A,2006-present
5330,Kommissar,United States,Active,N/A,Death Metal,N/A,N/A
5331,Konkhra,Denmark,Active,1990,Death Metal,Sex| Hatred| Evil| Power| Introspection| Suffering| Anti-religion,1989-1990 (as Vicious Circle)| 1990-present
5332,Kontro,Italy,Active,2002,Death Metal,N/A,2002-present
5333,Koprom,Germany,Active,2002,Death Metal,N/A,2002-present
5334,Koprotopsy,France,Active,2015,Death Metal,Death| Occultism| Mankind,2015-present
5335,Korades,Germany,Active,2005,Death Metal,N/A,2005-present
5336,Koreopsis,Switzerland,Active,2001,Death Metal,N/A,2001-present
5337,Korgull,Mexico,Active,2006,Death Metal,Death| Murder| Torture,2006-present
5338,Kormoss,Portugal,Active,1995,Death Metal,N/A,1995-present
5339,Korobskura,France,Split-up,2003,Death Metal,N/A,2003-?
5340,Koroidia,United States,Active,2013,Death Metal,N/A,2013-present
5341,Korpus,Germany,On hold,2007,Death Metal,inner struggles| circle of life and death,2007-2014
5342,Korrodead,United Kingdom,Split-up,1998,Death Metal,Serial/Psychological Killers,1998-2002
5343,Kraal,France,Split-up,1993,Death Metal,N/A,1993-?
5344,Kralizec,Canada,Split-up,1997,Death Metal,N/A,1997-?
5345,Kranion,Portugal,Split-up,1992,Death Metal,Death| Blood,1992-?
5346,Kranium,United States,Split-up,1989,Death Metal,N/A,1989-?
5347,Kranium Diabolikum,Portugal,Unknown,2008,Death Metal,Death| Killing Sprees,2001-2008 (as Skull)| 2008-?
5348,Krashing,Italy,Split-up,1987,Death Metal,Religion| Suffering| Occult Topics,1987-1993
5349,Kraton,Luxembourg,Active,2011,Death Metal,Negative Aspects of Human Nature,2011-present
5350,Kraznium,Czech Republic,Active,1993,Death Metal,N/A,1993-1996| 2014-present
5351,Kreas,Italy,Split-up,2000,Death Metal,N/A,2000-2006| 2009
5352,Kremation,Malaysia,Active,1992,Death Metal,Death & Afterlife of Sarawak,1992-present
5353,Kremator,Czech Republic,Split-up,1990,Death Metal,N/A,1990-?
5354,Krematörr,Czech Republic,Changed name,1992,Death Metal,N/A,1992-1995| 1995-1996 (as Gutted)| 1996-present (as Legion)
5355,Krenak,Brazil,Active,2004,Death Metal,Anti-religion| Destruction| Death,2004-present
5356,Kreon,Germany,On hold,2003,Death Metal,N/A,2003-?
5357,Krhomadeath,France,Split-up,1988,Death Metal,Horror| Death,1988-?
5358,Kriegszittern,Germany,Active,2015,Death Metal,War| Death| Loss| Sacrifice,2015-present
5359,Kriptya,Brazil,Active,2001,Death Metal,N/A,2001-present
5360,Krisiun,Brazil,Active,1990,Death Metal,Satanism| Darkness| Death| Murder| Apocalypse,1990-present
5361,Kriticos,Canada,Split-up,2009,Death Metal,N/A,2009-2013
5362,Kroll,Venezuela,Active,2003,Death Metal,Death| Gore,2003-present
5363,Kromorth,Brazil,Active,1999,Death Metal,Satanism,1999-2014| 2015-present
5364,Kronis,Indonesia,Active,2008,Death Metal,Greed| Dominion| Oppression| Frustration| Depression,2008-present
5365,Kronotom,Germany,On hold,2002,Death Metal,Death| Infinity| Philosophy,2002-2010
5366,Krueger,Venezuela,Active,1990,Death Metal,Porn| Gore,1990-present
5367,Krumulk,Chile,Active,2003,Death Metal,Anti-Christianity| Blasphemy| Death,2003-present
5368,Kruor,Finland,Active,2005,Death Metal,N/A,2005-present
5369,Kruschke,Germany,Split-up,1998,Death Metal,N/A,1998-2003
5370,Kryocell,United Kingdom,Active,2013,Death Metal,N/A,2013-present
5371,Kryokill,United Kingdom,Active,2005,Death Metal,N/A,2005-present
5372,Kryophere,United Kingdom,Active,2008,Death Metal,N/A,2008-?| 2014-present
5373,Kryosphere,Canada,Split-up,2007,Death Metal,N/A,2007-2015
5374,Krypticy,Spain,Active,2013,Death Metal,Satanism| Terrorism| Slavery| Exhumation| Autopsy| Disease,2013-present
5375,Krypts,Finland,Active,2008,Death Metal,Lovecraftian Horror| Spirituality| Ancientry,2008-present
5376,Kubur Masal,Indonesia,On hold,1999,Death Metal,Death| Murder| Gore,1999-2013
5377,Kujang Rampak,Indonesia,Active,2012,Death Metal,N/A,2012-present
5378,KukuBesi,Malaysia,Active,2010,Death Metal,N/A,2010-present
5379,Kult Mogił,Poland,Active,2014,Death Metal,Death,2014-present
5380,Kurmudgeon,United States,Active,N/A,Death Metal,N/A,N/A
5381,Kurnugia,United States,Active,2012,Death Metal,Death| Sacrilege| Perdition| The Abyss,2012-present
5382,Kvikksølvguttene,Norway,Split-up,1996,Death Metal,Violence| War| Humour,1983-1985 (as Kabel (and other names))| 1985-1989 (as Vomit)| 1987-1992 (as Børre og Bløderne)| 1996-1997
5383,Kyzer Soze,Australia,Active,2009,Death Metal,N/A,2009-present
5384,Köttbullar,Sweden,Split-up,1987,Death Metal,Meat| Meatballs,1987-?
5385,L'Estard,Germany,Active,2002,Death Metal,N/A,2002-present
5386,L'estertor,Paraguay,Active,2006,Death Metal,Agony| Eternity| Satan,2006-present
5387,L.I.G.O.,Russia,Unknown,2003,Death Metal,N/A,2003-?
5388,L6B6T6MY,Argentina,Split-up,2000,Death Metal,Blasphemy| Anti-Christianity| Satanism,1992-? (as Matanza)| ?-? (as Lobotomy)| 2000-2006
5389,La Teoria del Kaos,Chile,Active,2007,Death Metal,Cannibalism| society,2007-present
5390,Lacerated and Carbonized,Brazil,Active,2005,Death Metal,Splatter (early)| Social issues| Urban conflict,2005-present
5391,Lacerated Defuncts,France,Split-up,N/A,Death Metal,N/A,N/A
5392,Lacerated Gods,Germany,Split-up,1990,Death Metal,Satanism| Occult| Anti-Feminism,1990-?
5393,Lacerater,Italy,Changed name,2002,Death Metal,Gore| Horror| Humour,2002-2004 (as Lacerated)| 2004-2013| 2013-present (as Across the Swarm)
5394,Laceration,United States,Split-up,1995,Death Metal,War| Corruption| Violence,1995-?
5395,Laceration,United States,Changed name,1989,Death Metal,N/A,1989-1992| 1992-present (as Novembers Doom)
5396,Laceration,United States,Split-up,N/A,Death Metal,N/A,N/A
5397,Laceration,United States,Split-up,2002,Death Metal,N/A,2002-?
5398,Laceration,United States,Split-up,1990,Death Metal,N/A,1990-?
5399,Laceration Mantra,Australia,Active,2008,Death Metal,N/A,2008-present
5400,Lacerator,United Kingdom,Split-up,1990,Death Metal,N/A,1990-?
5401,Lacerta,Australia,Active,2005,Death Metal,Aliens,2005-present
5402,Lachrymator,United States,Split-up,1989,Death Metal,N/A,1989-1995
5403,Laconist,Brazil,Active,2007,Death Metal,Blasphemy| Necronomicon| Anti-Christian,2007-present
5404,Lacrimal,Spain,Split-up,1995,Death Metal,N/A,1995-?
